project_name,street_name,type,postal_district,market_segment,tenure,type_of_sale,no_of_units,price_in_sgd,nett_price,area_sqft,type_of_area,floor_level,unit_price_psf,date_of_sale
CITYLIGHTS,JELLICOE ROAD,Condominium,8,RCR,99 yrs lease commencing from 2004,Resale,1,1360000,-,893,Strata,16 to 20,1522,Jun-19
MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,937566,-,463,Strata,26 to 30,2026,Jun-19
OLEANDER TOWERS,LORONG 1 TOA PAYOH,Apartment,12,RCR,99 yrs lease commencing from 1995,Resale,1,1368000,-,1152,Strata,21 to 25,1188,Jun-19
THE BELLEFORTE,AH HOOD ROAD,Apartment,12,RCR,Freehold,Resale,1,1950000,-,1991,Strata,16 to 20,979,Jun-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1731000,-,980,Strata,16 to 20,1767,Jun-19
RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1850000,-,560,Strata,36 to 40,3305,Jun-19
CITYSCAPE @FARRER PARK,MERGUI ROAD,Condominium,8,RCR,Freehold,Resale,1,1770000,-,1346,Strata,01 to 05,1315,Jun-19
TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 1997,Resale,1,1655000,-,1249,Strata,06 to 10,1325,Jun-19
REGENCY SUITES,KIM TIAN ROAD,Apartment,3,RCR,Freehold,Resale,1,2400000,-,1421,Strata,11 to 15,1689,Jun-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1379000,-,764,Strata,16 to 20,1804,Jun-19
RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2389110,-,818,Strata,16 to 20,2920,Jun-19
RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1642210,-,560,Strata,06 to 10,2934,Jun-19
RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1672280,-,560,Strata,11 to 15,2988,Jun-19
RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,3588030,-,1216,Strata,16 to 20,2950,Jun-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1375000,-,764,Strata,16 to 20,1799,Jun-19
RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2225180,-,818,Strata,01 to 05,2720,Jun-19
RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1581100,-,560,Strata,01 to 05,2825,Jun-19
RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2278530,-,818,Strata,06 to 10,2785,Jun-19
RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2225280,-,818,Strata,06 to 10,2720,Jun-19
RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1550060,-,560,Strata,01 to 05,2769,Jun-19
RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2362920,-,818,Strata,16 to 20,2888,Jun-19
RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2293080,-,818,Strata,06 to 10,2803,Jun-19
RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2410450,-,818,Strata,16 to 20,2947,Jun-19
RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1661610,-,560,Strata,16 to 20,2969,Jun-19
MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1682072,-,969,Strata,06 to 10,1736,Jun-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1225000,-,689,Strata,01 to 05,1778,May-19
RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1656000,-,560,Strata,16 to 20,2959,May-19
RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1579200,-,560,Strata,06 to 10,2821,May-19
RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1590720,-,560,Strata,06 to 10,2842,May-19
RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1632000,-,560,Strata,11 to 15,2916,May-19
RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2315520,-,840,Strata,06 to 10,2758,May-19
RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1649280,-,560,Strata,16 to 20,2947,May-19
RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1716480,-,560,Strata,21 to 25,3067,May-19
RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1723200,-,560,Strata,26 to 30,3079,May-19
RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1729920,-,560,Strata,26 to 30,3091,May-19
RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1667520,-,560,Strata,16 to 20,2979,May-19
RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1592640,-,560,Strata,06 to 10,2845,May-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1253000,-,689,Strata,06 to 10,1819,May-19
RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,5566080,-,2002,Strata,06 to 10,2780,May-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,981000,-,506,Strata,26 to 30,1939,May-19
CITY REGENCY,ST. MICHAEL'S ROAD,Apartment,12,RCR,Freehold,Resale,1,1200000,-,990,Strata,06 to 10,1212,May-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1766000,-,980,Strata,36 to 40,1803,May-19
QUEENS,STIRLING ROAD,Condominium,3,RCR,99 yrs lease commencing from 1998,Resale,1,1530000,-,1195,Strata,06 to 10,1281,May-19
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,1550000,-,904,Strata,06 to 10,1714,May-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,917000,-,441,Strata,31 to 35,2078,May-19
THE MARQUE @ IRRAWADDY,SHAN ROAD,Apartment,12,RCR,Freehold,Resale,1,1380000,-,1033,Strata,11 to 15,1335,May-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1423000,-,764,Strata,26 to 30,1862,May-19
MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1470196,-,829,Strata,21 to 25,1774,May-19
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,Sub Sale,1,1425000,-,764,Strata,21 to 25,1865,May-19
EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 yrs lease commencing from 2011,Resale,1,1850000,-,1830,Strata,26 to 30,1011,May-19
EURO-ASIA APARTMENTS,SERANGOON ROAD,Apartment,12,RCR,Freehold,Resale,1,1307800,-,1130,Strata,01 to 05,1157,May-19
SOHO @ FARRER,RACE COURSE ROAD,Apartment,8,RCR,Freehold,Resale,1,727000,-,506,Strata,01 to 05,1437,May-19
YONG SIAK COURT,YONG SIAK STREET,Apartment,3,RCR,Freehold,Resale,1,2150000,-,1722,Strata,01 to 05,1248,May-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1355000,-,764,Strata,11 to 15,1773,May-19
8 FARRER SUITES,SING JOO WALK,Apartment,8,RCR,Freehold,Resale,1,1593000,-,969,Strata,01 to 05,1644,May-19
THE MEZZO,BALESTIER ROAD,Apartment,12,RCR,Freehold,Resale,1,1200000,-,840,Strata,16 to 20,1429,May-19
MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1853570,-,969,Strata,36 to 40,1913,May-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1144000,-,657,Strata,06 to 10,1742,May-19
MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1814372,-,969,Strata,31 to 35,1873,May-19
MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1500000,-,915,Strata,01 to 05,1639,May-19
SUMMER GREEN,BOON TECK ROAD,Apartment,12,RCR,Freehold,Resale,1,1176000,-,1292,Strata,01 to 05,910,May-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,911000,-,441,Strata,31 to 35,2064,May-19
GEM RESIDENCES,LORONG 5 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2015,New Sale,1,1987920,-,1249,Strata,11 to 15,1592,May-19
TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 1997,Resale,1,1538000,-,1141,Strata,11 to 15,1348,May-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1315000,-,764,Strata,01 to 05,1721,May-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1742000,-,980,Strata,31 to 35,1778,May-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,905000,-,441,Strata,26 to 30,2051,May-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1453000,-,764,Strata,31 to 35,1901,May-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,870000,-,441,Strata,01 to 05,1971,May-19
MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1233918,-,657,Strata,26 to 30,1879,May-19
TREVISTA,LORONG 3 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2008,Resale,1,1328000,-,1012,Strata,11 to 15,1312,May-19
SUNVILLE,ST. MICHAEL'S ROAD,Apartment,12,RCR,Freehold,Resale,1,1235000,-,1184,Strata,06 to 10,1043,May-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1840000,-,1055,Strata,01 to 05,1744,May-19
CENTRAL GREEN CONDOMINIUM,JALAN MEMBINA,Condominium,3,RCR,99 yrs lease commencing from 1992,Resale,1,1300000,-,947,Strata,01 to 05,1372,May-19
VA RESIDENCES,BOON TECK ROAD,Apartment,12,RCR,Freehold,Resale,1,860000,-,624,Strata,06 to 10,1378,May-19
QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1666000,-,861,Strata,36 to 40,1935,May-19
EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 yrs lease commencing from 2011,Resale,1,1480000,-,1076,Strata,06 to 10,1375,May-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1864000,-,1055,Strata,06 to 10,1767,May-19
THE REGENCY AT TIONG BAHRU,CHAY YAN STREET,Condominium,3,RCR,Freehold,Resale,1,2520000,-,1636,Strata,16 to 20,1540,May-19
CITY SQUARE RESIDENCES,KITCHENER LINK,Condominium,8,RCR,Freehold,Resale,1,1850000,-,1216,Strata,11 to 15,1521,May-19
RANGOON 88,RANGOON ROAD,Apartment,8,RCR,Freehold,Resale,1,680000,-,441,Strata,01 to 05,1541,May-19
ECHELON,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,1448888,-,732,Strata,11 to 15,1979,May-19
MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1465296,-,829,Strata,21 to 25,1768,May-19
MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,2207254,-,1184,Strata,36 to 40,1864,May-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1354000,-,786,Strata,01 to 05,1723,May-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1167000,-,624,Strata,26 to 30,1869,May-19
1953,TESSENSOHN ROAD,Apartment,8,RCR,Freehold,New Sale,1,1150000,-,614,Strata,01 to 05,1874,May-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1958000,-,1055,Strata,31 to 35,1856,May-19
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,1300000,-,689,Strata,21 to 25,1887,May-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1124000,-,657,Strata,01 to 05,1712,May-19
THE ANCHORAGE,ALEXANDRA ROAD,Condominium,3,RCR,Freehold,Resale,1,2280000,-,1421,Strata,11 to 15,1605,May-19
CASA FORTUNA,AH HOOD ROAD,Apartment,12,RCR,Freehold,Resale,1,1050000,-,1238,Strata,11 to 15,848,May-19
HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,2100000,-,1152,Strata,16 to 20,1823,May-19
GEM RESIDENCES,LORONG 5 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2015,New Sale,1,2088000,-,1313,Strata,11 to 15,1590,May-19
TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 1997,Resale,1,1500000,-,1141,Strata,01 to 05,1315,May-19
THE ABERDEEN,JALAN TAMAN,Condominium,12,RCR,Freehold,Resale,1,1868000,-,1765,Strata,06 to 10,1058,May-19
TREVISTA,LORONG 3 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2008,Resale,1,2078000,-,1561,Strata,21 to 25,1331,May-19
ST MICHAEL'S PLACE,JALAN TAMAN,Apartment,12,RCR,Freehold,Resale,1,1450000,-,1259,Strata,06 to 10,1151,May-19
THE ARTE,JALAN RAJA UDANG,Condominium,12,RCR,Freehold,Resale,1,2450000,-,1625,Strata,31 to 35,1507,May-19
TREVISTA,LORONG 3 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2008,Resale,1,980000,-,689,Strata,21 to 25,1423,May-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1135000,-,624,Strata,16 to 20,1818,May-19
RESIDENTIAL APARTMENTS,TRURO ROAD,Apartment,8,RCR,Freehold,Resale,1,920000,-,1141,Strata,01 to 05,806,May-19
THE ANCHORAGE,ALEXANDRA ROAD,Condominium,3,RCR,Freehold,Resale,1,1760000,-,1184,Strata,01 to 05,1486,May-19
CITY SQUARE RESIDENCES,KITCHENER LINK,Condominium,8,RCR,Freehold,Resale,1,942000,-,570,Strata,11 to 15,1651,May-19
CITYLIGHTS,JELLICOE ROAD,Condominium,8,RCR,99 yrs lease commencing from 2004,Resale,1,988000,-,592,Strata,16 to 20,1669,May-19
DOMUS,IRRAWADDY ROAD,Apartment,12,RCR,Freehold,Resale,1,2850000,-,3111,Strata,26 to 30,916,May-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,858000,-,441,Strata,01 to 05,1944,May-19
RIVERBAY,MAR THOMA ROAD,Apartment,12,RCR,999 yrs lease commencing from 1882,Resale,1,1030000,-,786,Strata,06 to 10,1311,May-19
VA RESIDENCES,BOON TECK ROAD,Apartment,12,RCR,Freehold,Resale,1,658000,-,506,Strata,01 to 05,1301,May-19
ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2016,New Sale,1,2363700,-,1227,Strata,41 to 45,1926,May-19
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,1745000,-,797,Strata,01 to 05,2191,May-19
RIVER PLACE,HAVELOCK ROAD,Condominium,3,RCR,99 yrs lease commencing from 1995,Resale,1,1120000,-,797,Strata,01 to 05,1406,May-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,976000,-,506,Strata,21 to 25,1929,May-19
THE ARTE,JALAN RAJA UDANG,Condominium,12,RCR,Freehold,Resale,1,2230000,-,1528,Strata,26 to 30,1459,May-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1757000,-,893,Strata,31 to 35,1967,May-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1326000,-,678,Strata,21 to 25,1955,May-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,882000,-,441,Strata,06 to 10,1999,May-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1168000,-,657,Strata,16 to 20,1779,May-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1123000,-,624,Strata,16 to 20,1799,May-19
OLEANDER TOWERS,LORONG 1 TOA PAYOH,Apartment,12,RCR,99 yrs lease commencing from 1995,Resale,1,828000,-,861,Strata,16 to 20,962,May-19
THE MARQUE @ IRRAWADDY,SHAN ROAD,Apartment,12,RCR,Freehold,Resale,1,1450000,-,1087,Strata,11 to 15,1334,May-19
EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 yrs lease commencing from 2011,Resale,1,1093800,-,700,Strata,16 to 20,1563,May-19
TREVISTA,LORONG 3 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2008,Resale,1,1550000,-,1109,Strata,26 to 30,1398,May-19
SUNVILLE,ST. MICHAEL'S ROAD,Apartment,12,RCR,Freehold,Resale,1,1220000,-,1184,Strata,06 to 10,1030,May-19
MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1565256,-,915,Strata,16 to 20,1711,May-19
CITY SQUARE RESIDENCES,KITCHENER LINK,Condominium,8,RCR,Freehold,Resale,1,1830000,-,1195,Strata,16 to 20,1532,May-19
RIVERBAY,MAR THOMA ROAD,Apartment,12,RCR,999 yrs lease commencing from 1882,Resale,1,590000,-,388,Strata,06 to 10,1523,May-19
MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1642872,-,969,Strata,01 to 05,1696,May-19
THE VIRIDIAN,JALAN AMPAS,Apartment,12,RCR,Freehold,Resale,1,1060000,-,883,Strata,16 to 20,1201,May-19
EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 yrs lease commencing from 2011,Resale,1,1250000,-,936,Strata,06 to 10,1335,May-19
CALARASI,KIM KEAT LANE,Apartment,12,RCR,Freehold,Resale,1,1235000,-,1184,Strata,01 to 05,1043,May-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1176000,-,657,Strata,16 to 20,1791,May-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1136000,-,657,Strata,11 to 15,1730,May-19
MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1799672,-,969,Strata,26 to 30,1858,May-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1351000,-,764,Strata,11 to 15,1768,May-19
CITYLIGHTS,JELLICOE ROAD,Condominium,8,RCR,99 yrs lease commencing from 2004,Resale,1,1075000,-,678,Strata,11 to 15,1585,May-19
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2035400,-,969,Strata,21 to 25,2101,May-19
TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 1997,Resale,1,1540000,-,1152,Strata,01 to 05,1337,May-19
THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,1698000,-,797,Strata,21 to 25,2132,May-19
QUEENS,STIRLING ROAD,Condominium,3,RCR,99 yrs lease commencing from 1998,Resale,1,1800000,-,1410,Strata,06 to 10,1277,May-19
ALEXIS,ALEXANDRA ROAD,Apartment,3,RCR,Freehold,Resale,1,1360000,-,1206,Strata,06 to 10,1128,May-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1327000,-,689,Strata,36 to 40,1926,May-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1942000,-,1055,Strata,31 to 35,1841,May-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1426000,-,786,Strata,16 to 20,1815,May-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1781000,-,893,Strata,36 to 40,1993,May-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1346000,-,786,Strata,01 to 05,1713,Apr-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1177000,-,624,Strata,26 to 30,1885,Apr-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1307000,-,689,Strata,31 to 35,1897,Apr-19
ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2016,New Sale,1,2099200,-,1044,Strata,31 to 35,2011,Apr-19
DE PARADISO,MARTABAN ROAD,Apartment,12,RCR,Freehold,Resale,1,1380000,-,1238,Strata,11 to 15,1115,Apr-19
ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2016,New Sale,1,1750900,-,829,Strata,41 to 45,2113,Apr-19
CENTRAL GREEN CONDOMINIUM,JALAN MEMBINA,Condominium,3,RCR,99 yrs lease commencing from 1992,Resale,1,1870000,-,1292,Strata,06 to 10,1448,Apr-19
RIVER PLACE,HAVELOCK ROAD,Condominium,3,RCR,99 yrs lease commencing from 1995,Resale,1,1145000,-,797,Strata,01 to 05,1437,Apr-19
THE ANCHORAGE,ALEXANDRA ROAD,Condominium,3,RCR,Freehold,Resale,1,2300000,-,1464,Strata,06 to 10,1571,Apr-19
ECHELON,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,1390000,-,732,Strata,21 to 25,1899,Apr-19
KERRISDALE,STURDEE ROAD,Condominium,8,RCR,99 yrs lease commencing from 1998,Resale,1,1150000,-,990,Strata,16 to 20,1161,Apr-19
THE ANCHORAGE,ALEXANDRA ROAD,Condominium,3,RCR,Freehold,Resale,1,2400000,-,1550,Strata,01 to 05,1548,Apr-19
QUEENS,STIRLING ROAD,Condominium,3,RCR,99 yrs lease commencing from 1998,Resale,1,1530000,-,1184,Strata,21 to 25,1292,Apr-19
THE ARTE,JALAN RAJA UDANG,Condominium,12,RCR,Freehold,Resale,1,2350000,-,1873,Strata,06 to 10,1255,Apr-19
JUI RESIDENCES,SERANGOON ROAD,Apartment,12,RCR,Freehold,New Sale,1,1290000,-,700,Strata,16 to 20,1844,Apr-19
RESIDENTIAL APARTMENTS,RANGOON ROAD,Apartment,8,RCR,9999 yrs lease commencing from 1960,Resale,1,960000,-,1802,Strata,01 to 05,533,Apr-19
CRADELS,LORONG LIMAU,Apartment,12,RCR,Freehold,Resale,1,675000,-,441,Strata,06 to 10,1529,Apr-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1747000,-,980,Strata,16 to 20,1784,Apr-19
ALEX RESIDENCES,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2013,Resale,1,1670000,-,904,Strata,01 to 05,1847,Apr-19
ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2016,New Sale,1,1763800,-,829,Strata,36 to 40,2128,Apr-19
ECHELON,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,1680000,-,861,Strata,21 to 25,1951,Apr-19
VISTA RESIDENCES,JALAN DATOH,Condominium,12,RCR,Freehold,Resale,1,2212500,-,1389,Strata,26 to 30,1593,Apr-19
EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 yrs lease commencing from 2011,Resale,1,1620000,-,1453,Strata,26 to 30,1115,Apr-19
ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2016,New Sale,1,2331600,-,1227,Strata,36 to 40,1900,Apr-19
MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1430996,-,829,Strata,16 to 20,1727,Apr-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1295000,-,689,Strata,31 to 35,1880,Apr-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1677000,-,980,Strata,06 to 10,1712,Apr-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1363000,-,764,Strata,16 to 20,1783,Apr-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1749000,-,893,Strata,31 to 35,1958,Apr-19
1953,TESSENSOHN ROAD,Apartment,8,RCR,Freehold,New Sale,1,2225000,-,1141,Strata,01 to 05,1950,Apr-19
STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1027000,-,506,Strata,26 to 30,2030,Apr-19
ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2016,New Sale,1,1619700,-,786,Strata,31 to 35,2061,Apr-19
