project_name,street_name,type,postal_district,market_segment,tenure,type_of_sale,no_of_units,price_in_sgd,nett_price,area_sqft,type_of_area,floor_level,unit_price_psf,date_of_sale
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,836000,-,635,Strata,06 to 10,1316,Feb-21
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,905000,-,721,Strata,06 to 10,1255,Feb-21
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,824000,-,635,Strata,01 to 05,1297,Feb-21
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,848000,-,635,Strata,01 to 05,1335,Feb-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1215000,-,850,Strata,11 to 15,1429,Feb-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,2054000,-,1722,Strata,01 to 05,1193,Feb-21
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,729000,-,527,Strata,06 to 10,1382,Feb-21
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,1070000,-,904,Strata,06 to 10,1183,Feb-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,941000,-,678,Strata,01 to 05,1388,Feb-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,884000,-,581,Strata,11 to 15,1521,Feb-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1348000,-,1033,Strata,01 to 05,1305,Feb-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1439000,-,1033,Strata,01 to 05,1393,Feb-21
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,1564000,-,1270,Strata,01 to 05,1231,Feb-21
ELIAS GREEN,ELIAS GREEN,Condominium,18,OCR,99 yrs lease commencing from 1991,Resale,1,1090000,-,1528,Strata,11 to 15,713,Feb-21
WATERFRONT ISLE,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2009,Resale,1,758000,-,592,Strata,11 to 15,1280,Feb-21
URBAN VISTA,TANAH MERAH KECHIL LINK,Condominium,16,OCR,99 yrs lease commencing from 2012,Resale,1,600000,-,431,Strata,06 to 10,1394,Feb-21
D'NEST,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,982888,-,936,Strata,01 to 05,1050,Feb-21
THE TROPICA,TAMPINES AVENUE 1,Condominium,18,OCR,99 yrs lease commencing from 1996,Resale,1,1130000,-,1227,Strata,11 to 15,921,Feb-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1420000,-,1033,Strata,06 to 10,1374,Feb-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,912000,-,592,Strata,06 to 10,1540,Feb-21
BAYSHORE PARK,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1982,Resale,1,1030000,-,936,Strata,16 to 20,1100,Feb-21
THE GALE,FLORA ROAD,Condominium,17,OCR,Freehold,Resale,1,920000,-,969,Strata,06 to 10,950,Feb-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,1480000,-,1346,Strata,06 to 10,1100,Feb-21
LAGUNA GREEN,JALAN HAJIJAH,Condominium,16,OCR,99 yrs lease commencing from 1995,Resale,1,1300000,-,1184,Strata,01 to 05,1098,Feb-21
STRATFORD COURT,BEDOK RIA CRESCENT,Condominium,16,OCR,99 yrs lease commencing from 1995,Resale,1,908000,-,980,Strata,01 to 05,927,Feb-21
D'NEST,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,1568000,-,1410,Strata,06 to 10,1112,Feb-21
SEASTRAND,PASIR RIS LINK,Condominium,18,OCR,99 yrs lease commencing from 2011,Resale,1,580000,-,592,Strata,01 to 05,980,Feb-21
CASA MERAH,TANAH MERAH KECHIL AVENUE,Apartment,16,OCR,99 yrs lease commencing from 2006,Resale,1,1730000,-,1550,Strata,01 to 05,1116,Feb-21
BEDOK RESIDENCES,BEDOK NORTH DRIVE,Apartment,16,OCR,99 yrs lease commencing from 2011,Resale,1,1300000,-,883,Strata,06 to 10,1473,Feb-21
NV RESIDENCES,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1120000,-,1270,Strata,01 to 05,882,Feb-21
LOYANG GARDENS,JALAN LOYANG BESAR,Condominium,17,OCR,999 yrs lease commencing from 1885,Resale,1,1190000,-,1485,Strata,-,801,Feb-21
THE BAYSHORE,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1993,Resale,1,1480000,-,1432,Strata,16 to 20,1034,Feb-21
FERRARIA PARK CONDOMINIUM,FLORA DRIVE,Condominium,17,OCR,Freehold,Resale,1,1360000,-,1711,Strata,06 to 10,795,Feb-21
WATERFRONT KEY,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2007,Resale,1,1395000,-,1206,Strata,01 to 05,1157,Feb-21
ELIAS GREEN,ELIAS GREEN,Condominium,18,OCR,99 yrs lease commencing from 1991,Resale,1,1028000,-,1550,Strata,11 to 15,663,Feb-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1477000,-,1033,Strata,06 to 10,1429,Feb-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,2185000,-,1711,Strata,11 to 15,1277,Feb-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1267000,-,915,Strata,06 to 10,1385,Feb-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1645000,-,1238,Strata,01 to 05,1329,Feb-21
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,1587000,-,1270,Strata,06 to 10,1249,Feb-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,936000,-,657,Strata,06 to 10,1426,Feb-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1405000,-,1087,Strata,01 to 05,1292,Feb-21
RIPPLE BAY,PASIR RIS LINK,Condominium,18,OCR,99 yrs lease commencing from 2011,Resale,1,1250000,-,1163,Strata,06 to 10,1075,Feb-21
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,710000,-,527,Strata,01 to 05,1346,Feb-21
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,1245000,-,1033,Strata,06 to 10,1205,Feb-21
WATERFRONT ISLE,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2009,Resale,1,760000,-,592,Strata,11 to 15,1284,Feb-21
THE GLADES,BEDOK RISE,Condominium,16,OCR,99 yrs lease commencing from 2013,Resale,1,700000,-,452,Strata,06 to 10,1548,Feb-21
BALLOTA PARK CONDOMINIUM,MARIAM WAY,Condominium,17,OCR,Freehold,Resale,1,1180000,-,1475,Strata,01 to 05,800,Feb-21
MELVILLE PARK,SIMEI STREET 1,Condominium,18,OCR,99 yrs lease commencing from 1992,Resale,1,955000,-,1475,Strata,01 to 05,648,Feb-21
RIPPLE BAY,PASIR RIS LINK,Condominium,18,OCR,99 yrs lease commencing from 2011,Resale,1,750000,-,775,Strata,01 to 05,968,Feb-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1180000,-,850,Strata,06 to 10,1388,Feb-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,2200000,-,1711,Strata,06 to 10,1285,Feb-21
STRATFORD COURT,BEDOK RIA CRESCENT,Condominium,16,OCR,99 yrs lease commencing from 1995,Resale,1,800000,-,1044,Strata,01 to 05,766,Feb-21
THE CLEARWATER,BEDOK RESERVOIR VIEW,Condominium,16,OCR,99 yrs lease commencing from 1997,Resale,1,1020000,-,947,Strata,11 to 15,1077,Feb-21
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,891000,-,667,Strata,06 to 10,1335,Feb-21
CHANGI COURT,UPPER CHANGI ROAD EAST,Condominium,16,OCR,Freehold,Resale,1,895000,-,840,Strata,01 to 05,1066,Feb-21
MELVILLE PARK,SIMEI STREET 1,Condominium,18,OCR,99 yrs lease commencing from 1992,Resale,1,900000,-,1346,Strata,01 to 05,669,Feb-21
COCO PALMS,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,649000,-,463,Strata,11 to 15,1402,Feb-21
BLUWATERS 2,JALAN LOYANG BESAR,Condominium,17,OCR,946 yrs lease commencing from 1938,Resale,1,1580000,-,2766,Strata,01 to 05,571,Feb-21
COCO PALMS,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1360000,-,1098,Strata,11 to 15,1239,Feb-21
THE TROPICA,TAMPINES AVENUE 1,Condominium,18,OCR,99 yrs lease commencing from 1996,Resale,1,1085000,-,1227,Strata,11 to 15,884,Feb-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,985000,-,678,Strata,06 to 10,1453,Feb-21
SAVANNAH CONDOPARK,SIMEI RISE,Condominium,18,OCR,99 yrs lease commencing from 2000,Resale,1,1020000,-,1227,Strata,06 to 10,831,Feb-21
RIPPLE BAY,PASIR RIS LINK,Condominium,18,OCR,99 yrs lease commencing from 2011,Resale,1,570000,-,484,Strata,06 to 10,1177,Feb-21
THE TROPIC GARDENS,UPPER EAST COAST ROAD,Condominium,16,OCR,Freehold,Resale,1,1380000,-,1249,Strata,01 to 05,1105,Feb-21
WATERVIEW,TAMPINES AVENUE 1,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,998000,-,926,Strata,11 to 15,1078,Feb-21
EDELWEISS PARK CONDOMINIUM,FLORA ROAD,Condominium,17,OCR,Freehold,Resale,1,790000,-,947,Strata,01 to 05,834,Feb-21
AVILA GARDENS,FLORA ROAD,Condominium,17,OCR,Freehold,Resale,1,1080000,-,1324,Strata,06 to 10,816,Feb-21
CHANGI RISE CONDOMINIUM,SIMEI RISE,Condominium,18,OCR,99 yrs lease commencing from 2000,Resale,1,1260000,-,1496,Strata,06 to 10,842,Feb-21
ARCHIPELAGO,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2011,Resale,1,950000,-,840,Strata,01 to 05,1132,Feb-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,779000,-,463,Strata,06 to 10,1683,Feb-21
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,1067000,-,904,Strata,01 to 05,1180,Feb-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,2054000,-,1722,Strata,01 to 05,1193,Feb-21
PARC KOMO,UPPER CHANGI ROAD NORTH,Apartment,17,OCR,Freehold,New Sale,1,1544112,-,1001,Strata,01 to 05,1542,Feb-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1257000,-,915,Strata,06 to 10,1374,Feb-21
TROPICAL SPRING,SIMEI STREET 4,Condominium,18,OCR,99 yrs lease commencing from 1997,Resale,1,1200000,-,1389,Strata,06 to 10,864,Feb-21
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,852000,-,678,Strata,06 to 10,1256,Feb-21
HEDGES PARK CONDOMINIUM,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2010,Resale,1,810000,-,872,Strata,06 to 10,929,Feb-21
PARC KOMO,UPPER CHANGI ROAD NORTH,Apartment,17,OCR,Freehold,New Sale,1,1746362,-,1033,Strata,01 to 05,1690,Feb-21
CHANGI RISE CONDOMINIUM,SIMEI RISE,Condominium,18,OCR,99 yrs lease commencing from 2000,Resale,1,850000,-,1130,Strata,01 to 05,752,Feb-21
BALLOTA PARK CONDOMINIUM,MARIAM WAY,Condominium,17,OCR,Freehold,Resale,1,1200000,-,1475,Strata,06 to 10,814,Feb-21
THE ALPS RESIDENCES,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2015,Sub Sale,1,868000,-,700,Strata,06 to 10,1241,Feb-21
BAYSHORE PARK,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1982,Resale,1,1030000,-,936,Strata,11 to 15,1100,Feb-21
ECO,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2012,Resale,1,1258000,-,915,Strata,06 to 10,1375,Feb-21
COCO PALMS,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,2518000,-,2142,Strata,11 to 15,1176,Feb-21
LAGUNA 88,EASTWOOD ROAD,Condominium,16,OCR,99 yrs lease commencing from 1995,Resale,1,975000,-,1119,Strata,01 to 05,871,Feb-21
LIVIA,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1400000,-,1539,Strata,01 to 05,910,Feb-21
WATERFRONT GOLD,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2009,Resale,1,1610000,-,1378,Strata,06 to 10,1169,Feb-21
BEDOK RESIDENCES,BEDOK NORTH DRIVE,Apartment,16,OCR,99 yrs lease commencing from 2011,Resale,1,1920000,-,1625,Strata,11 to 15,1181,Feb-21
BAYSHORE PARK,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1982,Resale,1,895000,-,936,Strata,06 to 10,956,Feb-21
CHANGI RISE CONDOMINIUM,SIMEI RISE,Condominium,18,OCR,99 yrs lease commencing from 2000,Resale,1,1110000,-,1658,Strata,01 to 05,670,Feb-21
THE GLADES,BEDOK RISE,Condominium,16,OCR,99 yrs lease commencing from 2013,Resale,1,1140000,-,721,Strata,06 to 10,1581,Feb-21
THE BAYSHORE,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1993,Resale,1,838000,-,926,Strata,06 to 10,905,Feb-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1727000,-,1238,Strata,11 to 15,1395,Feb-21
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,834000,-,678,Strata,01 to 05,1230,Feb-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1462000,-,1033,Strata,06 to 10,1415,Feb-21
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,1068500,-,904,Strata,01 to 05,1182,Feb-21
WATERFRONT GOLD,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2009,Resale,1,1090000,-,872,Strata,11 to 15,1250,Feb-21
EDELWEISS PARK CONDOMINIUM,FLORA ROAD,Condominium,17,OCR,Freehold,Resale,1,1130000,-,1335,Strata,01 to 05,847,Feb-21
STRATUM,ELIAS ROAD,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,1465000,-,1475,Strata,01 to 05,993,Feb-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,940000,-,657,Strata,01 to 05,1432,Feb-21
MODENA,SIMEI STREET 4,Condominium,18,OCR,99 yrs lease commencing from 1997,Resale,1,1360000,-,1528,Strata,06 to 10,890,Feb-21
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,1060000,-,904,Strata,06 to 10,1172,Feb-21
LIVIA,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1160000,-,1324,Strata,06 to 10,876,Feb-21
PARC KOMO,UPPER CHANGI ROAD NORTH,Apartment,17,OCR,Freehold,New Sale,1,1469000,-,969,Strata,01 to 05,1516,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1276000,-,915,Strata,01 to 05,1395,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1481000,-,1033,Strata,06 to 10,1433,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1224000,-,915,Strata,01 to 05,1338,Jan-21
PARC KOMO,UPPER CHANGI ROAD NORTH,Apartment,17,OCR,Freehold,New Sale,1,1072000,-,732,Strata,01 to 05,1465,Jan-21
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,1087000,-,904,Strata,06 to 10,1202,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1256000,-,915,Strata,01 to 05,1373,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1447000,-,1033,Strata,01 to 05,1400,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1391000,-,1087,Strata,01 to 05,1279,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1024000,-,678,Strata,06 to 10,1510,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,2163000,-,1711,Strata,06 to 10,1264,Jan-21
WATERFRONT WAVES,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2007,Resale,1,1850000,-,1572,Strata,06 to 10,1177,Jan-21
PARC OLYMPIA,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2012,Resale,1,635000,-,646,Strata,01 to 05,983,Jan-21
EASTWOOD CENTRE,EASTWOOD ROAD,Apartment,16,OCR,99 yrs lease commencing from 1995,Resale,1,820000,-,1001,Strata,01 to 05,819,Jan-21
WATERFRONT KEY,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2007,Resale,1,1750000,-,1572,Strata,01 to 05,1114,Jan-21
OPTIMA @ TANAH MERAH,TANAH MERAH KECHIL AVENUE,Condominium,16,OCR,99 yrs lease commencing from 2008,Resale,1,700000,-,484,Strata,06 to 10,1445,Jan-21
WATERFRONT ISLE,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2009,Resale,1,1190000,-,1044,Strata,01 to 05,1140,Jan-21
WATERVIEW,TAMPINES AVENUE 1,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,859000,-,786,Strata,06 to 10,1093,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1384000,-,1033,Strata,06 to 10,1339,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1360000,-,1033,Strata,11 to 15,1316,Jan-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,1505000,-,1346,Strata,06 to 10,1119,Jan-21
LOYANG VALLEY,LOYANG AVENUE,Condominium,17,OCR,99 yrs lease commencing from 1982,Resale,1,1338000,-,1873,Strata,01 to 05,714,Jan-21
OASIS @ ELIAS,ELIAS ROAD,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1300000,-,1496,Strata,11 to 15,869,Jan-21
WATERFRONT WAVES,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2007,Resale,1,1425000,-,1324,Strata,01 to 05,1076,Jan-21
THE BAYSHORE,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1993,Resale,1,975000,-,980,Strata,21 to 25,995,Jan-21
MELVILLE PARK,SIMEI STREET 1,Condominium,18,OCR,99 yrs lease commencing from 1992,Resale,1,726000,-,969,Strata,06 to 10,749,Jan-21
RIVIERA RESIDENCES,RIVIERA DRIVE,Condominium,16,OCR,Freehold,Resale,1,1780000,-,1216,Strata,06 to 10,1463,Jan-21
PARC OLYMPIA,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2012,Resale,1,680000,-,646,Strata,06 to 10,1053,Jan-21
SEASTRAND,PASIR RIS LINK,Condominium,18,OCR,99 yrs lease commencing from 2011,Resale,1,1150000,-,1195,Strata,11 to 15,963,Jan-21
PARC KOMO,UPPER CHANGI ROAD NORTH,Apartment,17,OCR,Freehold,New Sale,1,1168112,-,764,Strata,01 to 05,1528,Jan-21
THE ALPS RESIDENCES,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2015,Sub Sale,1,605000,-,441,Strata,01 to 05,1371,Jan-21
SEASTRAND,PASIR RIS LINK,Condominium,18,OCR,99 yrs lease commencing from 2011,Resale,1,775000,-,710,Strata,01 to 05,1091,Jan-21
RIPPLE BAY,PASIR RIS LINK,Condominium,18,OCR,99 yrs lease commencing from 2011,Resale,1,775000,-,775,Strata,01 to 05,1000,Jan-21
SAVANNAH CONDOPARK,SIMEI RISE,Condominium,18,OCR,99 yrs lease commencing from 2000,Resale,1,1115000,-,1227,Strata,06 to 10,909,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,2037000,-,1711,Strata,01 to 05,1190,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1428112,-,1033,Strata,11 to 15,1382,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1448000,-,1033,Strata,01 to 05,1401,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1771000,-,1324,Strata,01 to 05,1338,Jan-21
ECO,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2012,Resale,1,1230000,-,893,Strata,11 to 15,1377,Jan-21
THE INFLORA,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2012,Resale,1,1328000,-,1582,Strata,06 to 10,839,Jan-21
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,1252000,-,1033,Strata,01 to 05,1212,Jan-21
MY MANHATTAN,SIMEI STREET 3,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,1315000,-,1076,Strata,01 to 05,1222,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,2135000,-,1711,Strata,06 to 10,1247,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1442000,-,1033,Strata,11 to 15,1395,Jan-21
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,916000,-,721,Strata,01 to 05,1270,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1208000,-,850,Strata,11 to 15,1421,Jan-21
AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,Condominium,16,OCR,99 yrs lease commencing from 1996,Resale,1,1285000,-,1227,Strata,11 to 15,1047,Jan-21
PARC OLYMPIA,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2012,Resale,1,645000,-,646,Strata,01 to 05,999,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,852000,-,592,Strata,01 to 05,1439,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,987000,-,678,Strata,06 to 10,1455,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,971000,-,678,Strata,06 to 10,1432,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,2210000,-,1711,Strata,11 to 15,1291,Jan-21
CASA MERAH,TANAH MERAH KECHIL AVENUE,Apartment,16,OCR,99 yrs lease commencing from 2006,Resale,1,1410000,-,1227,Strata,11 to 15,1149,Jan-21
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,717000,-,527,Strata,01 to 05,1359,Jan-21
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,1109000,-,904,Strata,06 to 10,1227,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1006000,-,678,Strata,06 to 10,1483,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1374000,-,1012,Strata,01 to 05,1358,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1765000,-,1324,Strata,01 to 05,1333,Jan-21
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,2313780,-,1453,Strata,01 to 05,1592,Jan-21
THE JOVELL,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2018,New Sale,1,1198900,-,1033,Strata,01 to 05,1160,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1187000,-,840,Strata,06 to 10,1414,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1217000,-,915,Strata,06 to 10,1330,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1185000,-,850,Strata,06 to 10,1394,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,2058000,-,1722,Strata,01 to 05,1195,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,1161000,-,818,Strata,06 to 10,1419,Jan-21
TREASURE AT TAMPINES,TAMPINES LANE,Condominium,18,OCR,99 yrs lease commencing from 2018,New Sale,1,961000,-,678,Strata,01 to 05,1417,Jan-21
