project_name,street_name,type,postal_district,market_segment,tenure,type_of_sale,no_of_units,price_in_sgd,nett_price,area_sqft,type_of_area,floor_level,unit_price_psf,date_of_sale
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,657000,-,452,Strata,06 to 10,1453,Mar-17
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,733000,-,474,Strata,06 to 10,1548,Mar-17
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,856000,-,624,Strata,01 to 05,1371,Mar-17
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,1158000,-,893,Strata,06 to 10,1296,Mar-17
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,756000,-,560,Strata,06 to 10,1351,Mar-17
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,798000,-,560,Strata,06 to 10,1426,Mar-17
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,1219000,-,883,Strata,06 to 10,1381,Mar-17
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,774000,-,549,Strata,06 to 10,1410,Mar-17
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,1217000,-,893,Strata,06 to 10,1362,Mar-17
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,891000,-,624,Strata,11 to 15,1427,Mar-17
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,639000,-,420,Strata,11 to 15,1522,Mar-17
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,618000,-,420,Strata,06 to 10,1472,Mar-17
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,854000,-,560,Strata,11 to 15,1526,Mar-17
EAST MEADOWS,TANAH MERAH KECHIL ROAD,Condominium,16,OCR,99 yrs lease commencing from 1998,Resale,1,1010000,-,1195,Strata,01 to 05,845,Mar-17
SEASTRAND,PASIR RIS LINK,Condominium,18,OCR,99 yrs lease commencing from 2011,Resale,1,680000,-,710,Strata,01 to 05,957,Mar-17
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,1258090,-,969,Strata,06 to 10,1299,Mar-17
MELVILLE PARK,SIMEI STREET 1,Condominium,18,OCR,99 yrs lease commencing from 1992,Resale,1,770000,-,1206,Strata,01 to 05,639,Mar-17
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,1348300,-,969,Strata,11 to 15,1392,Mar-17
BALLOTA PARK CONDOMINIUM,MARIAM WAY,Condominium,17,OCR,Freehold,Resale,1,1208000,-,1711,Strata,01 to 05,706,Mar-17
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,1189000,-,893,Strata,01 to 05,1331,Mar-17
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,1380000,-,980,Strata,06 to 10,1409,Mar-17
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,1929000,-,1453,Strata,11 to 15,1327,Mar-17
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,862000,-,560,Strata,11 to 15,1540,Mar-17
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,1232000,-,883,Strata,06 to 10,1396,Mar-17
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,974000,-,667,Strata,01 to 05,1459,Mar-17
THE GLADES,BEDOK RISE,Condominium,16,OCR,99 yrs lease commencing from 2013,New Sale,1,768000,-,474,Strata,01 to 05,1622,Mar-17
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,1689000,-,1238,Strata,11 to 15,1364,Mar-17
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,590730,-,420,Strata,01 to 05,1407,Mar-17
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,1005000,-,667,Strata,06 to 10,1506,Mar-17
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,912000,-,667,Strata,01 to 05,1367,Mar-17
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,609000,-,420,Strata,01 to 05,1451,Mar-17
CASA MERAH,TANAH MERAH KECHIL AVENUE,Apartment,16,OCR,99 yrs lease commencing from 2006,Resale,1,1530000,-,1572,Strata,06 to 10,974,Mar-17
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,788610,-,592,Strata,01 to 05,1332,Mar-17
COCO PALMS,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,New Sale,1,1370000,-,1259,Strata,01 to 05,1088,Mar-17
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,1679000,-,1238,Strata,11 to 15,1356,Mar-17
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,731000,-,570,Strata,06 to 10,1281,Mar-17
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,755000,-,549,Strata,01 to 05,1375,Mar-17
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,Condominium,18,OCR,99 yrs lease commencing from 2012,New Sale,1,1539000,-,1948,Strata,01 to 05,790,Mar-17
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,1616020,-,1259,Strata,01 to 05,1283,Mar-17
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,1669000,-,1238,Strata,06 to 10,1348,Mar-17
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,814000,-,560,Strata,06 to 10,1454,Mar-17
COSTA DEL SOL,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1997,Resale,1,1630000,-,1561,Strata,01 to 05,1044,Mar-17
COCO PALMS,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,New Sale,1,1248000,-,1152,Strata,01 to 05,1084,Mar-17
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,New Sale,1,598490,-,420,Strata,01 to 05,1426,Mar-17
MODENA,SIMEI STREET 4,Condominium,18,OCR,99 yrs lease commencing from 1997,Resale,1,1460000,-,1647,Strata,01 to 05,887,Mar-17
THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2013,New Sale,1,1396890,-,1421,Strata,01 to 05,983,Mar-17
BAYSHORE PARK,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1982,Resale,1,835000,-,936,Strata,16 to 20,892,Mar-17
THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2013,New Sale,1,1157000,-,1152,Strata,06 to 10,1005,Mar-17
LOYANG GARDENS,JALAN LOYANG BESAR,Condominium,17,OCR,999 yrs lease commencing from 1885,Resale,1,1200000,-,1378,Strata,-,871,Mar-17
THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2013,New Sale,1,963000,-,915,Strata,11 to 15,1053,Mar-17
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,Condominium,18,OCR,99 yrs lease commencing from 2012,New Sale,1,1250900,-,1313,Strata,11 to 15,953,Mar-17
FERRARIA PARK CONDOMINIUM,FLORA DRIVE,Condominium,17,OCR,Freehold,Resale,1,1200000,-,1572,Strata,01 to 05,764,Mar-17
AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,Condominium,16,OCR,99 yrs lease commencing from 1996,Resale,1,970000,-,1206,Strata,06 to 10,805,Mar-17
RIPPLE BAY,PASIR RIS LINK,Condominium,18,OCR,99 yrs lease commencing from 2011,Resale,1,585000,-,484,Strata,06 to 10,1208,Mar-17
THE GLADES,BEDOK RISE,Condominium,16,OCR,99 yrs lease commencing from 2013,New Sale,1,1486000,-,1184,Strata,01 to 05,1255,Mar-17
THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2013,New Sale,1,953000,-,915,Strata,06 to 10,1042,Mar-17
THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2013,New Sale,1,612800,-,527,Strata,11 to 15,1162,Mar-17
WATERFRONT ISLE,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2009,Sub Sale,1,1018000,-,904,Strata,01 to 05,1126,Mar-17
THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2013,New Sale,1,1425713,-,1378,Strata,06 to 10,1035,Mar-17
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,Condominium,18,OCR,99 yrs lease commencing from 2012,New Sale,1,2888888,-,3391,Strata,16 to 20,852,Mar-17
THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2013,New Sale,1,1115000,-,1152,Strata,01 to 05,968,Mar-17
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,Condominium,18,OCR,99 yrs lease commencing from 2012,New Sale,1,1240400,-,1313,Strata,06 to 10,945,Feb-17
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,Condominium,18,OCR,99 yrs lease commencing from 2012,New Sale,1,1391000,-,1346,Strata,06 to 10,1034,Feb-17
STRATUM,ELIAS ROAD,Condominium,18,OCR,99 yrs lease commencing from 2012,New Sale,1,1800000,-,2207,Strata,01 to 05,816,Feb-17
Q BAY RESIDENCES,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,680000,-,527,Strata,06 to 10,1289,Feb-17
THE GLADES,BEDOK RISE,Condominium,16,OCR,99 yrs lease commencing from 2013,New Sale,1,1390000,-,1012,Strata,01 to 05,1374,Feb-17
THE ALPS RESIDENCES,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2015,New Sale,1,704000,-,700,Strata,01 to 05,1006,Feb-17
THE GLADES,BEDOK RISE,Condominium,16,OCR,99 yrs lease commencing from 2013,New Sale,1,746800,-,484,Strata,01 to 05,1542,Feb-17
THE ALPS RESIDENCES,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2015,New Sale,1,1126000,-,1066,Strata,11 to 15,1057,Feb-17
THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2013,New Sale,1,960375,-,915,Strata,06 to 10,1050,Feb-17
WATERFRONT GOLD,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2009,Resale,1,1700000,-,1475,Strata,11 to 15,1153,Feb-17
THE GLADES,BEDOK RISE,Condominium,16,OCR,99 yrs lease commencing from 2013,New Sale,1,1400000,-,1012,Strata,01 to 05,1384,Feb-17
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,Condominium,18,OCR,99 yrs lease commencing from 2012,New Sale,1,1250000,-,1346,Strata,01 to 05,929,Feb-17
RIS GRANDEUR,ELIAS ROAD,Condominium,18,OCR,Freehold,Resale,1,1150000,-,1292,Strata,06 to 10,890,Feb-17
CHANGI COURT,UPPER CHANGI ROAD EAST,Condominium,16,OCR,Freehold,Resale,1,1000000,-,1098,Strata,01 to 05,911,Feb-17
PARC OLYMPIA,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2012,Sub Sale,1,655000,-,657,Strata,01 to 05,998,Feb-17
COCO PALMS,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,New Sale,1,1132800,-,1098,Strata,01 to 05,1032,Feb-17
THE ALPS RESIDENCES,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2015,New Sale,1,718000,-,700,Strata,06 to 10,1026,Feb-17
COCO PALMS,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,New Sale,1,1172000,-,1098,Strata,11 to 15,1067,Feb-17
COCO PALMS,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,New Sale,1,1733600,-,1744,Strata,06 to 10,994,Feb-17
COCO PALMS,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,New Sale,1,1168000,-,1098,Strata,11 to 15,1064,Feb-17
THE GLADES,BEDOK RISE,Condominium,16,OCR,99 yrs lease commencing from 2013,New Sale,1,739800,-,484,Strata,06 to 10,1527,Feb-17
THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2013,New Sale,1,818700,-,753,Strata,11 to 15,1087,Feb-17
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,Condominium,18,OCR,99 yrs lease commencing from 2012,New Sale,1,1348000,-,1346,Strata,11 to 15,1002,Feb-17
THE ALPS RESIDENCES,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2015,New Sale,1,722000,-,700,Strata,06 to 10,1032,Feb-17
THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2013,New Sale,1,764280,-,753,Strata,01 to 05,1014,Feb-17
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,Condominium,18,OCR,99 yrs lease commencing from 2012,New Sale,1,1235500,-,1313,Strata,06 to 10,941,Feb-17
RIS GRANDEUR,ELIAS ROAD,Condominium,18,OCR,Freehold,Resale,1,900000,-,1066,Strata,06 to 10,845,Feb-17
THE PALETTE,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2010,Sub Sale,1,868000,-,872,Strata,06 to 10,996,Feb-17
BEDOK RESIDENCES,BEDOK NORTH DRIVE,Apartment,16,OCR,99 yrs lease commencing from 2011,Resale,1,825000,-,592,Strata,06 to 10,1394,Feb-17
SAVANNAH CONDOPARK,SIMEI RISE,Condominium,18,OCR,99 yrs lease commencing from 2000,Resale,1,930000,-,1227,Strata,06 to 10,758,Feb-17
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,Condominium,18,OCR,99 yrs lease commencing from 2012,New Sale,1,2606800,-,2680,Strata,16 to 20,973,Feb-17
THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2013,New Sale,1,1150380,-,1109,Strata,01 to 05,1038,Feb-17
THE ALPS RESIDENCES,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2015,New Sale,1,706000,-,700,Strata,01 to 05,1009,Feb-17
THE GLADES,BEDOK RISE,Condominium,16,OCR,99 yrs lease commencing from 2013,New Sale,1,938800,-,624,Strata,11 to 15,1504,Feb-17
EASTPOINT GREEN,SIMEI STREET 3,Condominium,18,OCR,99 yrs lease commencing from 1996,Resale,1,863000,-,1130,Strata,06 to 10,764,Feb-17
THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2013,New Sale,1,759777,-,753,Strata,01 to 05,1008,Feb-17
EAST VILLAGE,UPPER CHANGI ROAD,Apartment,16,OCR,Freehold,Resale,1,838000,-,624,Strata,01 to 05,1342,Feb-17
THE GLADES,BEDOK RISE,Condominium,16,OCR,99 yrs lease commencing from 2013,New Sale,1,1388000,-,1012,Strata,01 to 05,1372,Feb-17
COCO PALMS,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,New Sale,1,1227200,-,1152,Strata,01 to 05,1066,Feb-17
BAYSHORE PARK,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1982,Resale,1,765000,-,936,Strata,06 to 10,817,Feb-17
THE ALPS RESIDENCES,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2015,New Sale,1,749000,-,700,Strata,11 to 15,1071,Feb-17
NV RESIDENCES,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,970000,-,1184,Strata,06 to 10,819,Feb-17
EASTPOINT GREEN,SIMEI STREET 3,Condominium,18,OCR,99 yrs lease commencing from 1996,Resale,1,788800,-,958,Strata,01 to 05,823,Feb-17
COSTA DEL SOL,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1997,Resale,1,1900000,-,1561,Strata,21 to 25,1217,Feb-17
RIVIERA RESIDENCES,RIVIERA DRIVE,Condominium,16,OCR,Freehold,Resale,1,1400000,-,1324,Strata,01 to 05,1057,Feb-17
NV RESIDENCES,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,750000,-,743,Strata,11 to 15,1010,Feb-17
RIS GRANDEUR,ELIAS ROAD,Condominium,18,OCR,Freehold,Resale,1,1620000,-,2056,Strata,01 to 05,788,Feb-17
THE GLADES,BEDOK RISE,Condominium,16,OCR,99 yrs lease commencing from 2013,New Sale,1,1057200,-,689,Strata,01 to 05,1535,Feb-17
COCO PALMS,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,New Sale,1,1382400,-,1378,Strata,11 to 15,1003,Feb-17
THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2013,New Sale,1,1182060,-,1130,Strata,06 to 10,1046,Feb-17
Q BAY RESIDENCES,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,880000,-,829,Strata,01 to 05,1062,Feb-17
THE GLADES,BEDOK RISE,Condominium,16,OCR,99 yrs lease commencing from 2013,New Sale,1,1870000,-,1507,Strata,01 to 05,1241,Feb-17
THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2013,New Sale,1,803700,-,753,Strata,11 to 15,1067,Feb-17
BLUWATERS,JALAN LOYANG BESAR,Apartment,17,OCR,946 yrs lease commencing from 1938,Resale,1,980000,-,1119,Strata,01 to 05,875,Feb-17
THE GLADES,BEDOK RISE,Condominium,16,OCR,99 yrs lease commencing from 2013,New Sale,1,941200,-,624,Strata,01 to 05,1508,Feb-17
SEA ESTA,PASIR RIS LINK,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,1070000,-,1119,Strata,06 to 10,956,Feb-17
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,Condominium,18,OCR,99 yrs lease commencing from 2012,New Sale,1,1340000,-,1346,Strata,06 to 10,996,Feb-17
COCO PALMS,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,New Sale,1,1181600,-,1098,Strata,01 to 05,1076,Feb-17
THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2013,New Sale,1,1113700,-,1130,Strata,06 to 10,985,Feb-17
AZALEA PARK CONDOMINIUM,FLORA ROAD,Condominium,17,OCR,999 yrs lease commencing from 1885,Resale,1,1200000,-,1679,Strata,06 to 10,715,Feb-17
WATERFRONT ISLE,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2009,Sub Sale,1,1015000,-,904,Strata,06 to 10,1123,Feb-17
THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2013,New Sale,1,1052370,-,1044,Strata,01 to 05,1008,Feb-17
ELIAS GREEN,ELIAS GREEN,Condominium,18,OCR,99 yrs lease commencing from 1991,Resale,1,825000,-,1528,Strata,11 to 15,540,Feb-17
TROPICAL SPRING,SIMEI STREET 4,Condominium,18,OCR,99 yrs lease commencing from 1997,Resale,1,1138000,-,1378,Strata,06 to 10,826,Feb-17
MELVILLE PARK,SIMEI STREET 1,Condominium,18,OCR,99 yrs lease commencing from 1992,Resale,1,700000,-,958,Strata,06 to 10,731,Feb-17
THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2013,New Sale,1,1220670,-,1152,Strata,06 to 10,1060,Feb-17
WATERVIEW,TAMPINES AVENUE 1,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,1200000,-,1141,Strata,11 to 15,1052,Feb-17
BAYSHORE PARK,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1982,Resale,1,760000,-,947,Strata,01 to 05,802,Feb-17
THE TROPICA,TAMPINES AVENUE 1,Condominium,18,OCR,99 yrs lease commencing from 1996,Resale,1,1200000,-,1518,Strata,06 to 10,791,Feb-17
THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2013,New Sale,1,900900,-,915,Strata,01 to 05,985,Feb-17
THE GLADES,BEDOK RISE,Condominium,16,OCR,99 yrs lease commencing from 2013,New Sale,1,1436200,-,990,Strata,06 to 10,1450,Feb-17
EDELWEISS PARK CONDOMINIUM,FLORA ROAD,Condominium,17,OCR,Freehold,Resale,1,1430000,-,2691,Strata,06 to 10,531,Feb-17
MELVILLE PARK,SIMEI STREET 1,Condominium,18,OCR,99 yrs lease commencing from 1992,Resale,1,868000,-,1346,Strata,11 to 15,645,Feb-17
THE GLADES,BEDOK RISE,Condominium,16,OCR,99 yrs lease commencing from 2013,New Sale,1,795200,-,474,Strata,06 to 10,1679,Feb-17
THE GLADES,BEDOK RISE,Condominium,16,OCR,99 yrs lease commencing from 2013,New Sale,1,706800,-,474,Strata,01 to 05,1492,Feb-17
CHANGI RISE CONDOMINIUM,SIMEI RISE,Condominium,18,OCR,99 yrs lease commencing from 2000,Resale,1,950000,-,1259,Strata,06 to 10,754,Feb-17
THE GLADES,BEDOK RISE,Condominium,16,OCR,99 yrs lease commencing from 2013,New Sale,1,1900000,-,1507,Strata,01 to 05,1261,Feb-17
THE GLADES,BEDOK RISE,Condominium,16,OCR,99 yrs lease commencing from 2013,New Sale,1,1013200,-,624,Strata,06 to 10,1623,Feb-17
THE GLADES,BEDOK RISE,Condominium,16,OCR,99 yrs lease commencing from 2013,New Sale,1,738800,-,495,Strata,01 to 05,1492,Feb-17
THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2013,New Sale,1,816700,-,753,Strata,11 to 15,1084,Feb-17
THE GLADES,BEDOK RISE,Condominium,16,OCR,99 yrs lease commencing from 2013,New Sale,1,738800,-,484,Strata,01 to 05,1525,Feb-17
COCO PALMS,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,New Sale,1,1154400,-,1098,Strata,06 to 10,1051,Feb-17
THE GLADES,BEDOK RISE,Condominium,16,OCR,99 yrs lease commencing from 2013,New Sale,1,947200,-,624,Strata,01 to 05,1517,Feb-17
THE GLADES,BEDOK RISE,Condominium,16,OCR,99 yrs lease commencing from 2013,New Sale,1,1482000,-,1066,Strata,01 to 05,1391,Feb-17
THE GLADES,BEDOK RISE,Condominium,16,OCR,99 yrs lease commencing from 2013,New Sale,1,1870000,-,1507,Strata,01 to 05,1241,Feb-17
THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2013,New Sale,1,965000,-,915,Strata,06 to 10,1055,Feb-17
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,Condominium,18,OCR,99 yrs lease commencing from 2012,New Sale,1,2380000,-,2691,Strata,16 to 20,884,Feb-17
RIPPLE BAY,PASIR RIS LINK,Condominium,18,OCR,99 yrs lease commencing from 2011,Resale,1,585000,-,484,Strata,06 to 10,1208,Feb-17
THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2013,New Sale,1,1285020,-,1249,Strata,11 to 15,1029,Feb-17
THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2013,New Sale,1,1159345,-,1119,Strata,06 to 10,1036,Feb-17
THE GLADES,BEDOK RISE,Condominium,16,OCR,99 yrs lease commencing from 2013,New Sale,1,1450200,-,1023,Strata,06 to 10,1418,Feb-17
FERRARIA PARK CONDOMINIUM,FLORA DRIVE,Condominium,17,OCR,Freehold,Resale,1,1080000,-,1249,Strata,06 to 10,865,Feb-17
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,Condominium,18,OCR,99 yrs lease commencing from 2012,New Sale,1,1370000,-,1346,Strata,06 to 10,1018,Feb-17
D'NEST,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2010,New Sale,1,1330000,-,1410,Strata,01 to 05,943,Feb-17
STRATUM,ELIAS ROAD,Condominium,18,OCR,99 yrs lease commencing from 2012,New Sale,1,680000,-,560,Strata,01 to 05,1215,Feb-17
RIS GRANDEUR,ELIAS ROAD,Condominium,18,OCR,Freehold,Resale,1,1208000,-,1356,Strata,11 to 15,891,Feb-17
THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2013,New Sale,1,797900,-,753,Strata,06 to 10,1059,Feb-17
THE GLADES,BEDOK RISE,Condominium,16,OCR,99 yrs lease commencing from 2013,New Sale,1,928800,-,732,Strata,01 to 05,1269,Feb-17
RIPPLE BAY,PASIR RIS LINK,Condominium,18,OCR,99 yrs lease commencing from 2011,Resale,1,750000,-,775,Strata,06 to 10,968,Feb-17
EDELWEISS PARK CONDOMINIUM,FLORA ROAD,Condominium,17,OCR,Freehold,Resale,1,760000,-,947,Strata,01 to 05,802,Feb-17
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,Condominium,18,OCR,99 yrs lease commencing from 2012,New Sale,1,910700,-,1076,Strata,01 to 05,846,Feb-17
THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2013,New Sale,1,807800,-,753,Strata,11 to 15,1072,Feb-17
ARCHIPELAGO,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2011,Sub Sale,1,1380000,-,1184,Strata,01 to 05,1166,Feb-17
BAYSHORE PARK,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1982,Resale,1,700000,-,936,Strata,01 to 05,747,Feb-17
PALM ISLES,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2011,Resale,1,1135000,-,1324,Strata,01 to 05,857,Feb-17
