project_name,street_name,type,postal_district,market_segment,tenure,type_of_sale,no_of_units,price_in_sgd,nett_price,area_sqft,type_of_area,floor_level,unit_price_psf,date_of_sale
FOURTH AVENUE RESIDENCES,FOURTH AVENUE,Apartment,10,CCR,99 yrs lease commencing from 2018,New Sale,1,1648000,-,710,Strata,06 to 10,2320,Jan-21
THE MARQ ON PATERSON HILL,PATERSON HILL,Condominium,9,CCR,Freehold,Resale,1,12800000,-,3057,Strata,01 to 05,4187,Jan-21
THE HYDE,BALMORAL ROAD,Condominium,10,CCR,Freehold,New Sale,1,1367000,-,495,Strata,01 to 05,2761,Jan-21
SOLEIL @ SINARAN,SINARAN DRIVE,Condominium,11,CCR,99 yrs lease commencing from 2006,Resale,1,1010000,-,581,Strata,31 to 35,1738,Jan-21
ST THOMAS SUITES,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,9750000,-,4672,Strata,31 to 35,2087,Jan-21
THE MERASAGA,JALAN MERAH SAGA,Condominium,10,CCR,99 yrs lease commencing from 1991,Resale,1,1550000,-,958,Strata,06 to 10,1618,Jan-21
LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,Resale,1,4900000,-,2110,Strata,06 to 10,2323,Jan-21
SOLEIL @ SINARAN,SINARAN DRIVE,Condominium,11,CCR,99 yrs lease commencing from 2006,Resale,1,2130000,-,1453,Strata,21 to 25,1466,Jan-21
STARLIGHT SUITES,RIVER VALLEY CLOSE,Apartment,9,CCR,Freehold,Resale,1,1680000,-,850,Strata,16 to 20,1976,Jan-21
CAVENAGH GARDENS,CAVENAGH ROAD,Apartment,9,CCR,Freehold,Resale,1,1620000,-,1206,Strata,01 to 05,1344,Jan-21
GILSTEAD TWO,GILSTEAD ROAD,Apartment,11,CCR,Freehold,Resale,1,1520000,-,775,Strata,16 to 20,1961,Jan-21
FOURTH AVENUE RESIDENCES,FOURTH AVENUE,Apartment,10,CCR,99 yrs lease commencing from 2018,New Sale,1,1658000,-,689,Strata,06 to 10,2407,Jan-21
THE HYDE,BALMORAL ROAD,Condominium,10,CCR,Freehold,New Sale,1,1363000,-,495,Strata,01 to 05,2753,Jan-21
ADRIA,DERBYSHIRE ROAD,Apartment,11,CCR,Freehold,Resale,1,2500000,-,1485,Strata,16 to 20,1683,Jan-21
D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,2880000,-,1615,Strata,26 to 30,1784,Jan-21
D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,2740000,-,1722,Strata,06 to 10,1591,Jan-21
ASTRID MEADOWS,CORONATION ROAD WEST,Condominium,10,CCR,Freehold,Resale,1,7700000,-,3800,Strata,01 to 05,2026,Jan-21
LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,2226900,-,818,Strata,06 to 10,2722,Jan-21
RV ALTITUDE,RIVER VALLEY ROAD,Apartment,9,CCR,Freehold,New Sale,1,1704000,-,624,Strata,01 to 05,2729,Jan-21
HAUS ON HANDY,HANDY ROAD,Condominium,9,CCR,99 yrs lease commencing from 2018,New Sale,1,1378880,-,517,Strata,06 to 10,2669,Jan-21
KOPAR AT NEWTON,MAKEWAY AVENUE,Apartment,9,CCR,99 yrs lease commencing from 2019,New Sale,1,2262000,-,958,Strata,11 to 15,2361,Jan-21
KOPAR AT NEWTON,MAKEWAY AVENUE,Apartment,9,CCR,99 yrs lease commencing from 2019,New Sale,1,1561000,-,689,Strata,06 to 10,2266,Jan-21
KOPAR AT NEWTON,MAKEWAY AVENUE,Apartment,9,CCR,99 yrs lease commencing from 2019,New Sale,1,2224000,-,958,Strata,11 to 15,2322,Jan-21
KOPAR AT NEWTON,MAKEWAY AVENUE,Apartment,9,CCR,99 yrs lease commencing from 2019,New Sale,1,1459000,-,689,Strata,01 to 05,2118,Jan-21
PULLMAN RESIDENCES NEWTON,DUNEARN ROAD,Apartment,11,CCR,Freehold,New Sale,1,1271000,-,463,Strata,06 to 10,2746,Jan-21
KOPAR AT NEWTON,MAKEWAY AVENUE,Apartment,9,CCR,99 yrs lease commencing from 2019,New Sale,1,2458000,-,1098,Strata,06 to 10,2239,Jan-21
THOMSON 800,THOMSON ROAD,Condominium,11,CCR,Freehold,Resale,1,2038000,-,1399,Strata,01 to 05,1456,Jan-21
TANGLIN REGENCY,TANGLIN ROAD,Condominium,10,CCR,99 yrs lease commencing from 1994,Resale,1,1570000,-,1109,Strata,01 to 05,1416,Jan-21
THOMSON 800,THOMSON ROAD,Condominium,11,CCR,Freehold,Resale,1,2470000,-,1625,Strata,11 to 15,1520,Jan-21
RIVERGATE,ROBERTSON QUAY,Apartment,9,CCR,Freehold,Resale,1,2650000,-,1033,Strata,36 to 40,2564,Jan-21
HAUS ON HANDY,HANDY ROAD,Condominium,9,CCR,99 yrs lease commencing from 2018,New Sale,1,1374880,-,517,Strata,06 to 10,2661,Jan-21
8 SAINT THOMAS,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,3620000,-,1302,Strata,16 to 20,2779,Jan-21
8 SAINT THOMAS,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,2774000,-,1044,Strata,16 to 20,2657,Jan-21
8 @ MOUNT SOPHIA,MOUNT SOPHIA,Condominium,9,CCR,103 yrs lease commencing from 2002,Resale,1,2180000,-,1464,Strata,01 to 05,1489,Jan-21
THE TATE RESIDENCES,CLAYMORE ROAD,Condominium,9,CCR,Freehold,Resale,1,7950000,-,3208,Strata,06 to 10,2478,Jan-21
GALLOP GABLES,FARRER ROAD,Condominium,10,CCR,Freehold,Resale,1,2070000,-,1163,Strata,01 to 05,1781,Jan-21
GRANGE RESIDENCES,GRANGE ROAD,Condominium,10,CCR,Freehold,Resale,1,7700000,-,2852,Strata,11 to 15,2699,Jan-21
RESIDENTIAL APARTMENTS,HOLLAND HILL,Apartment,10,CCR,Freehold,Resale,1,1790000,-,1518,Strata,06 to 10,1179,Jan-21
L'VIV,NEWTON ROAD,Apartment,11,CCR,Freehold,Resale,1,1340000,-,657,Strata,21 to 25,2041,Jan-21
THE ASTON,KAY POH ROAD,Apartment,10,CCR,Freehold,Resale,1,1130000,-,657,Strata,01 to 05,1721,Jan-21
MILL POINT,ZION CLOSE,Apartment,10,CCR,999 yrs lease commencing from 1877,Resale,1,975000,-,527,Strata,11 to 15,1849,Jan-21
DEVONSHIRE RESIDENCES,DEVONSHIRE ROAD,Apartment,9,CCR,Freehold,Resale,1,1070000,-,506,Strata,01 to 05,2115,Jan-21
ORCHARD VIEW,ANGULLIA PARK,Apartment,9,CCR,Freehold,Resale,1,6250000,-,2530,Strata,31 to 35,2471,Jan-21
FOURTH AVENUE RESIDENCES,FOURTH AVENUE,Apartment,10,CCR,99 yrs lease commencing from 2018,New Sale,1,1098000,-,484,Strata,01 to 05,2267,Jan-21
FYVE DERBYSHIRE,DERBYSHIRE ROAD,Apartment,11,CCR,Freehold,New Sale,1,1580000,-,657,Strata,06 to 10,2406,Jan-21
ONE JERVOIS,JERVOIS CLOSE,Condominium,10,CCR,Freehold,Resale,1,2330000,-,1292,Strata,06 to 10,1804,Jan-21
SUITES @ SHREWSBURY,SHREWSBURY ROAD,Apartment,11,CCR,Freehold,Resale,1,579000,-,334,Strata,01 to 05,1735,Jan-21
BELLE VUE RESIDENCES,OXLEY WALK,Condominium,9,CCR,Freehold,Resale,1,4600000,-,2303,Strata,01 to 05,1997,Jan-21
PINEWOOD GARDENS,BALMORAL PARK,Condominium,10,CCR,Freehold,Resale,1,3200000,-,1679,Strata,01 to 05,1906,Jan-21
BELMOND GREEN,BALMORAL ROAD,Condominium,10,CCR,Freehold,Resale,1,1995000,-,969,Strata,06 to 10,2059,Jan-21
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,2880000,-,1066,Strata,01 to 05,2703,Jan-21
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,1936800,-,721,Strata,01 to 05,2686,Jan-21
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,1710000,-,635,Strata,01 to 05,2693,Jan-21
PARVIS,HOLLAND HILL,Condominium,10,CCR,Freehold,Resale,1,1910000,-,990,Strata,01 to 05,1929,Jan-21
ASPEN HEIGHTS,RIVER VALLEY ROAD,Condominium,9,CCR,999 yrs lease commencing from 1841,Resale,1,2728000,-,1582,Strata,01 to 05,1724,Jan-21
RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,Resale,1,2328000,-,1216,Strata,06 to 10,1914,Jan-21
NEWTON EDGE,MAKEWAY AVENUE,Apartment,9,CCR,Freehold,Resale,1,1265000,-,743,Strata,11 to 15,1703,Jan-21
GOODWOOD GRAND,BALMORAL ROAD,Apartment,10,CCR,Freehold,Resale,1,2280000,-,893,Strata,06 to 10,2552,Jan-21
PARC CENTENNIAL,KAMPONG JAVA ROAD,Apartment,9,CCR,Freehold,Resale,1,1600000,-,1163,Strata,11 to 15,1376,Jan-21
AMARYLLIS VILLE,NEWTON ROAD,Condominium,11,CCR,99 yrs lease commencing from 1997,Resale,1,2010000,-,1238,Strata,11 to 15,1624,Jan-21
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,2788000,-,1066,Strata,01 to 05,2616,Jan-21
THE AVENIR,RIVER VALLEY CLOSE,Condominium,9,CCR,Freehold,New Sale,1,4429000,-,1528,Strata,06 to 10,2898,Jan-21
THE AVENIR,RIVER VALLEY CLOSE,Condominium,9,CCR,Freehold,New Sale,1,1613000,-,538,Strata,06 to 10,2997,Jan-21
SKYLINE 360 @ SAINT THOMAS WALK,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,4350000,-,2131,Strata,16 to 20,2041,Jan-21
MARTIN MODERN,MARTIN PLACE,Condominium,9,CCR,99 yrs lease commencing from 2016,New Sale,1,4870700,-,1733,Strata,26 to 30,2811,Jan-21
MONTEBLEU,MINBU ROAD,Condominium,11,CCR,Freehold,Resale,1,1280000,-,807,Strata,06 to 10,1586,Jan-21
NEU AT NOVENA,MOULMEIN RISE,Apartment,11,CCR,Freehold,New Sale,1,1688000,-,646,Strata,06 to 10,2614,Jan-21
PASADENA,DERBYSHIRE ROAD,Apartment,11,CCR,Freehold,Resale,1,2200000,-,2702,Strata,16 to 20,814,Jan-21
JUNIPER HILL,EWE BOON ROAD,Apartment,10,CCR,Freehold,New Sale,1,2429000,-,915,Strata,06 to 10,2655,Jan-21
CAIRNHILL RESIDENCES,CAIRNHILL CIRCLE,Apartment,9,CCR,Freehold,Resale,1,2600000,-,1173,Strata,16 to 20,2216,Jan-21
KOPAR AT NEWTON,MAKEWAY AVENUE,Apartment,9,CCR,99 yrs lease commencing from 2019,New Sale,1,1252000,-,517,Strata,11 to 15,2423,Jan-21
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,1818000,-,667,Strata,01 to 05,2724,Jan-21
TANGLIN REGENCY,TANGLIN ROAD,Condominium,10,CCR,99 yrs lease commencing from 1994,Resale,1,1028000,-,710,Strata,06 to 10,1447,Jan-21
THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,Resale,1,1780000,-,990,Strata,06 to 10,1797,Jan-21
MARTIN MODERN,MARTIN PLACE,Condominium,9,CCR,99 yrs lease commencing from 2016,Sub Sale,1,4800000,-,1798,Strata,26 to 30,2670,Jan-21
HAUS ON HANDY,HANDY ROAD,Condominium,9,CCR,99 yrs lease commencing from 2018,New Sale,1,1382880,-,517,Strata,11 to 15,2677,Jan-21
THE HERMITAGE,SARKIES ROAD,Apartment,10,CCR,Freehold,Resale,1,1520000,-,850,Strata,06 to 10,1787,Jan-21
ST REGIS RESIDENCES SINGAPORE,TANGLIN ROAD,Apartment,10,CCR,999 yrs lease commencing from 1995,Resale,1,11000000,-,4306,Strata,21 to 25,2555,Jan-21
FOURTH AVENUE RESIDENCES,FOURTH AVENUE,Apartment,10,CCR,99 yrs lease commencing from 2018,New Sale,1,1158000,-,484,Strata,06 to 10,2391,Jan-21
FYVE DERBYSHIRE,DERBYSHIRE ROAD,Apartment,11,CCR,Freehold,New Sale,1,1921590,-,797,Strata,16 to 20,2412,Jan-21
LEIGHWOODS,MOUNT SINAI RISE,Condominium,10,CCR,Freehold,Resale,1,3080000,-,2217,Strata,06 to 10,1389,Jan-21
MILL POINT,ZION CLOSE,Apartment,10,CCR,999 yrs lease commencing from 1877,Resale,1,1765000,-,915,Strata,16 to 20,1929,Jan-21
THE TWINS,BALMORAL CRESCENT,Apartment,10,CCR,Freehold,Resale,1,3680000,-,2260,Strata,06 to 10,1628,Jan-21
KOPAR AT NEWTON,MAKEWAY AVENUE,Apartment,9,CCR,99 yrs lease commencing from 2019,New Sale,1,1148000,-,517,Strata,01 to 05,2222,Jan-21
LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,4180800,-,1496,Strata,06 to 10,2794,Jan-21
PULLMAN RESIDENCES NEWTON,DUNEARN ROAD,Apartment,11,CCR,Freehold,New Sale,1,3350000,-,1281,Strata,06 to 10,2615,Jan-21
RV ALTITUDE,RIVER VALLEY ROAD,Apartment,9,CCR,Freehold,New Sale,1,1398000,-,441,Strata,11 to 15,3168,Jan-21
FOURTH AVENUE RESIDENCES,FOURTH AVENUE,Apartment,10,CCR,99 yrs lease commencing from 2018,New Sale,1,1118000,-,484,Strata,06 to 10,2308,Jan-21
KOPAR AT NEWTON,MAKEWAY AVENUE,Apartment,9,CCR,99 yrs lease commencing from 2019,New Sale,1,1498000,-,614,Strata,06 to 10,2442,Jan-21
THE HYDE,BALMORAL ROAD,Condominium,10,CCR,Freehold,New Sale,1,2203000,-,775,Strata,01 to 05,2843,Jan-21
LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,1499000,-,538,Strata,01 to 05,2785,Jan-21
HORIZON TOWERS,LEONIE HILL ROAD,Condominium,9,CCR,99 yrs lease commencing from 1979,Resale,1,3520000,-,2616,Strata,11 to 15,1346,Jan-21
SKY@ELEVEN,THOMSON LANE,Condominium,11,CCR,Freehold,Resale,1,4503888,-,2713,Strata,11 to 15,1660,Jan-21
THE QUAYSIDE,ROBERTSON QUAY,Apartment,9,CCR,99 yrs lease commencing from 1994,Resale,1,2110000,-,1507,Strata,01 to 05,1400,Jan-21
CAIRNHILL RESIDENCES,CAIRNHILL CIRCLE,Apartment,9,CCR,Freehold,Resale,1,1910000,-,904,Strata,11 to 15,2112,Jan-21
CAIRNHILL NINE,CAIRNHILL ROAD,Apartment,9,CCR,99 yrs lease commencing from 2014,Resale,1,2400000,-,1033,Strata,21 to 25,2323,Jan-21
111 EMERALD HILL,EMERALD HILL ROAD,Apartment,9,CCR,Freehold,Resale,1,8500000,-,4650,Strata,11 to 15,1828,Jan-21
FYVE DERBYSHIRE,DERBYSHIRE ROAD,Apartment,11,CCR,Freehold,New Sale,1,1790000,-,797,Strata,01 to 05,2247,Jan-21
TREASURE LOFT,SHREWSBURY ROAD,Apartment,11,CCR,Freehold,Resale,1,1265000,-,936,Strata,01 to 05,1351,Jan-21
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,3960000,-,1432,Strata,01 to 05,2766,Jan-21
PALM SPRING,EWE BOON ROAD,Condominium,10,CCR,Freehold,Resale,1,2648000,-,1496,Strata,06 to 10,1770,Jan-21
THE RITZ-CARLTON RESIDENCES SINGAPORE CA,CAIRNHILL ROAD,Apartment,9,CCR,Freehold,Resale,1,13200000,-,3057,Strata,31 to 35,4318,Jan-21
THE AVENIR,RIVER VALLEY CLOSE,Condominium,9,CCR,Freehold,New Sale,1,3494000,-,1141,Strata,21 to 25,3062,Jan-21
LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,1520000,-,538,Strata,06 to 10,2824,Jan-21
NEWTON ONE,NEWTON ROAD,Condominium,11,CCR,Freehold,Resale,1,5080000,-,2411,Strata,26 to 30,2107,Jan-21
VIDA,PECK HAY ROAD,Apartment,9,CCR,Freehold,Resale,1,1700000,-,861,Strata,01 to 05,1974,Jan-21
MARTIN MODERN,MARTIN PLACE,Condominium,9,CCR,99 yrs lease commencing from 2016,New Sale,1,1980700,-,764,Strata,01 to 05,2592,Jan-21
D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,2850000,-,1615,Strata,31 to 35,1765,Jan-21
LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,Resale,1,4900000,-,2110,Strata,06 to 10,2323,Jan-21
NINETEEN SHELFORD ROAD,SHELFORD ROAD,Condominium,11,CCR,Freehold,Resale,1,2255000,-,1604,Strata,01 to 05,1406,Jan-21
8 SAINT THOMAS,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,3594000,-,1302,Strata,16 to 20,2759,Jan-21
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,2860000,-,1044,Strata,01 to 05,2739,Jan-21
8 SAINT THOMAS,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,2698000,-,1044,Strata,16 to 20,2584,Jan-21
8 SAINT THOMAS,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,2705000,-,1044,Strata,21 to 25,2591,Jan-21
THE AVENIR,RIVER VALLEY CLOSE,Condominium,9,CCR,Freehold,New Sale,1,6491000,-,2067,Strata,16 to 20,3141,Jan-21
MONTEBLEU,MINBU ROAD,Condominium,11,CCR,Freehold,Resale,1,935000,-,570,Strata,06 to 10,1639,Jan-21
8 SAINT THOMAS,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,3980000,-,1302,Strata,31 to 35,3056,Jan-21
CAIRNHILL NINE,CAIRNHILL ROAD,Apartment,9,CCR,99 yrs lease commencing from 2014,Resale,1,6250000,-,2400,Strata,26 to 30,2604,Jan-21
EWE BOON REGENT,EWE BOON ROAD,Apartment,10,CCR,Freehold,Resale,1,1655000,-,1033,Strata,01 to 05,1602,Jan-21
KELLOCK LODGE,KELLOCK ROAD,Apartment,10,CCR,Freehold,Resale,1,1468000,-,893,Strata,01 to 05,1643,Jan-21
26 NEWTON,NEWTON ROAD,Apartment,11,CCR,Freehold,Resale,1,1906730,-,775,Strata,21 to 25,2460,Jan-21
FYVE DERBYSHIRE,DERBYSHIRE ROAD,Apartment,11,CCR,Freehold,New Sale,1,1490000,-,657,Strata,01 to 05,2269,Jan-21
D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,2180000,-,1356,Strata,26 to 30,1607,Jan-21
VERDURE,HOLLAND ROAD,Condominium,10,CCR,Freehold,Resale,1,2525000,-,1733,Strata,01 to 05,1457,Jan-21
SOPHIA RESIDENCE,SOPHIA ROAD,Condominium,9,CCR,Freehold,Resale,1,1900000,-,1539,Strata,01 to 05,1234,Jan-21
THE ARCADIA,ARCADIA ROAD,Condominium,11,CCR,99 yrs lease commencing from 1979,Resale,1,3535000,-,3757,Strata,01 to 05,941,Jan-21
THE COSMOPOLITAN,KIM SENG ROAD,Condominium,9,CCR,Freehold,Resale,1,3300000,-,1399,Strata,26 to 30,2358,Jan-21
PARVIS,HOLLAND HILL,Condominium,10,CCR,Freehold,Resale,1,4810000,-,2788,Strata,11 to 15,1725,Jan-21
ROBIN REGALIA,ROBIN ROAD,Apartment,10,CCR,Freehold,Resale,1,1860000,-,1249,Strata,01 to 05,1490,Jan-21
LA CRYSTAL,KILLINEY ROAD,Apartment,9,CCR,Freehold,Resale,1,2175000,-,1249,Strata,16 to 20,1742,Jan-21
ROBIN SUITES,ROBIN ROAD,Apartment,10,CCR,Freehold,Resale,1,1250000,-,538,Strata,11 to 15,2323,Jan-21
M21,MANDALAY ROAD,Apartment,11,CCR,Freehold,Resale,1,1630000,-,1066,Strata,06 to 10,1530,Jan-21
8 SAINT THOMAS,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,3600000,-,1302,Strata,11 to 15,2764,Jan-21
VERDURE,HOLLAND ROAD,Condominium,10,CCR,Freehold,Resale,1,2550000,-,1421,Strata,01 to 05,1795,Jan-21
RICHMOND PARK,BIDEFORD ROAD,Condominium,9,CCR,Freehold,Resale,1,3100000,-,1259,Strata,01 to 05,2462,Jan-21
LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,1640000,-,614,Strata,01 to 05,2673,Jan-21
8 SAINT THOMAS,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,3720000,-,1302,Strata,26 to 30,2856,Jan-21
THE HYDE,BALMORAL ROAD,Condominium,10,CCR,Freehold,New Sale,1,2192000,-,775,Strata,01 to 05,2828,Jan-21
VISIONCREST,OXLEY RISE,Apartment,9,CCR,Freehold,Resale,1,1500000,-,743,Strata,06 to 10,2020,Jan-21
PARVIS,HOLLAND HILL,Condominium,10,CCR,Freehold,Resale,1,3350000,-,1701,Strata,01 to 05,1970,Jan-21
NINETEEN SHELFORD ROAD,SHELFORD ROAD,Condominium,11,CCR,Freehold,Resale,1,1550000,-,936,Strata,01 to 05,1655,Jan-21
NOUVEL 18,ANDERSON ROAD,Condominium,10,CCR,Freehold,Resale,1,5755000,-,1862,Strata,26 to 30,3090,Jan-21
THE AVENIR,RIVER VALLEY CLOSE,Condominium,9,CCR,Freehold,New Sale,1,2500000,-,829,Strata,11 to 15,3016,Jan-21
BOULEVARD 88,ORCHARD BOULEVARD,Apartment,10,CCR,Freehold,New Sale,1,6586800,-,1776,Strata,16 to 20,3709,Jan-21
PULLMAN RESIDENCES NEWTON,DUNEARN ROAD,Apartment,11,CCR,Freehold,New Sale,1,1295200,-,463,Strata,06 to 10,2798,Jan-21
PARC SOPHIA,ADIS ROAD,Apartment,9,CCR,Freehold,Resale,1,970000,-,549,Strata,06 to 10,1767,Jan-21
GLOUCESTER MANSIONS,NEWTON ROAD,Apartment,11,CCR,Freehold,Resale,1,1142800,-,657,Strata,11 to 15,1740,Jan-21
ONE OXLEY RISE,OXLEY RISE,Apartment,9,CCR,Freehold,Resale,1,1908000,-,1098,Strata,06 to 10,1738,Jan-21
AMARYLLIS VILLE,NEWTON ROAD,Condominium,11,CCR,99 yrs lease commencing from 1997,Resale,1,1547000,-,958,Strata,11 to 15,1615,Jan-21
RV ALTITUDE,RIVER VALLEY ROAD,Apartment,9,CCR,Freehold,New Sale,1,1688000,-,603,Strata,06 to 10,2800,Jan-21
LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,2189700,-,818,Strata,01 to 05,2677,Jan-21
10 SHELFORD,SHELFORD ROAD,Apartment,11,CCR,Freehold,Resale,1,970000,-,872,Strata,01 to 05,1113,Jan-21
LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,Resale,1,4900000,-,2131,Strata,01 to 05,2299,Jan-21
LE NOUVEL ARDMORE,ARDMORE PARK,Condominium,10,CCR,Freehold,Resale,1,17680500,-,3929,Strata,11 to 15,4500,Jan-21
ONE DEVONSHIRE,DEVONSHIRE ROAD,Condominium,9,CCR,Freehold,Resale,1,2350000,-,904,Strata,21 to 25,2599,Jan-21
SOMMERVILLE GRANDEUR,FARRER DRIVE,Condominium,10,CCR,Freehold,Resale,1,3280000,-,1830,Strata,01 to 05,1792,Jan-21
CYAN,KENG CHIN ROAD,Condominium,10,CCR,Freehold,Resale,1,2250000,-,1313,Strata,11 to 15,1713,Jan-21
FYVE DERBYSHIRE,DERBYSHIRE ROAD,Apartment,11,CCR,Freehold,New Sale,1,1588000,-,657,Strata,11 to 15,2419,Jan-21
10 SHELFORD,SHELFORD ROAD,Apartment,11,CCR,Freehold,Resale,1,1035000,-,980,Strata,01 to 05,1057,Jan-21
THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,Resale,1,3680000,-,2174,Strata,01 to 05,1692,Jan-21
DUCHESS CREST,DUCHESS AVENUE,Condominium,10,CCR,99 yrs lease commencing from 1995,Resale,1,2540000,-,1711,Strata,01 to 05,1484,Jan-21
NINETEEN SHELFORD ROAD,SHELFORD ROAD,Condominium,11,CCR,Freehold,Resale,1,1460000,-,947,Strata,01 to 05,1541,Jan-21
THE SIXTH AVENUE RESIDENCES,SIXTH AVENUE,Condominium,10,CCR,Freehold,Resale,1,2220000,-,1292,Strata,01 to 05,1719,Jan-21
PARVIS,HOLLAND HILL,Condominium,10,CCR,Freehold,Resale,1,3280000,-,1701,Strata,06 to 10,1929,Jan-21
CHIVERTON,EWE BOON ROAD,Apartment,10,CCR,Freehold,Resale,1,1950000,-,1292,Strata,11 to 15,1510,Jan-21
THE LEVELZ,FARRER ROAD,Condominium,10,CCR,Freehold,Resale,1,2790000,-,2443,Strata,06 to 10,1142,Jan-21
1919,SOPHIA ROAD,Apartment,9,CCR,Freehold,Resale,1,1170000,-,560,Strata,01 to 05,2090,Jan-21
SUITES AT ORCHARD,HANDY ROAD,Apartment,9,CCR,99 yrs lease commencing from 2007,Resale,1,1218000,-,807,Strata,01 to 05,1509,Jan-21
STRATA,ESSEX ROAD,Apartment,11,CCR,Freehold,Resale,1,1830000,-,1066,Strata,31 to 35,1717,Jan-21
HIJAUAN,CAVENAGH ROAD,Apartment,9,CCR,Freehold,Resale,1,1850000,-,1001,Strata,01 to 05,1848,Jan-21
CAVENAGH GARDENS,CAVENAGH ROAD,Apartment,9,CCR,Freehold,Resale,1,1550000,-,1163,Strata,01 to 05,1333,Jan-21
ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,2313000,-,829,Strata,01 to 05,2791,Jan-21
SPRING GROVE,GRANGE ROAD,Condominium,10,CCR,99 yrs lease commencing from 1991,Resale,1,2600000,-,1668,Strata,16 to 20,1558,Jan-21
IRIDIUM,LINCOLN ROAD,Apartment,11,CCR,Freehold,Resale,1,1838888,-,1066,Strata,11 to 15,1726,Jan-21
ROBERTSON 100,ROBERTSON QUAY,Apartment,9,CCR,Freehold,Resale,1,1365000,-,678,Strata,06 to 10,2013,Jan-21
JADE GARDEN,ROBIN ROAD,Apartment,10,CCR,Freehold,Resale,1,2910000,-,1862,Strata,01 to 05,1563,Jan-21
8 SAINT THOMAS,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,3460000,-,1302,Strata,06 to 10,2657,Jan-21
GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,Resale,1,6380000,-,2508,Strata,06 to 10,2544,Jan-21
NEWTON 18,NEWTON ROAD,Apartment,11,CCR,Freehold,Resale,1,1160000,-,614,Strata,26 to 30,1891,Jan-21
ST REGIS RESIDENCES SINGAPORE,TANGLIN ROAD,Apartment,10,CCR,999 yrs lease commencing from 1995,Resale,1,4800000,-,2594,Strata,06 to 10,1850,Jan-21
UE SQUARE,RIVER VALLEY ROAD,Apartment,9,CCR,929 yrs lease commencing from 1953,Resale,1,2780000,-,1518,Strata,11 to 15,1832,Jan-21
THE OXLEY,OXLEY RISE,Apartment,9,CCR,Freehold,Resale,1,1408800,-,710,Strata,06 to 10,1983,Jan-21
DUCHESS CREST,DUCHESS AVENUE,Condominium,10,CCR,99 yrs lease commencing from 1995,Resale,1,2050000,-,1711,Strata,01 to 05,1198,Jan-21
PARK INFINIA AT WEE NAM,LINCOLN ROAD,Condominium,11,CCR,Freehold,Resale,1,2950000,-,1464,Strata,06 to 10,2015,Jan-21
